
 Property  job 1 : Binary mixture - fine grid ;
 Compounds job 1 : IPCSVZSSVZVIGE-UHFFFAOYSA-N (1) ; QIQXTHQIDYTFRH-UHFFFAOYSA-N (2) ;
 Settings  job 1 : T= 50.00 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 256.4256 (1) 284.4790 (2) ; Surface areas 370.6735 (1) 410.2333 (2) ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000001 0.999999999      0.00000005      0.00000000      1.020E-115    -22.01769224    -21.96475243     -0.03502644     -0.00000002 0.514853286 0.485146714
 0.000000002 0.999999998      0.00000005      0.00000000      1.546E-115    -21.94882101    -21.96475243     -0.03502644     -0.00000002 0.679740132 0.320259868
 0.000000003 0.999999997      0.00000005      0.00000000      2.071E-115    -21.90853392    -21.96475243     -0.03502644     -0.00000002 0.760976921 0.239023079
 0.000000004 0.999999996      0.00000005      0.00000000      2.596E-115    -21.87994978    -21.96475243     -0.03502644     -0.00000002 0.809339634 0.190660366
 0.000000005 0.999999995      0.00000005      0.00000000      3.121E-115    -21.85777820    -21.96475243     -0.03502644     -0.00000001 0.841424911 0.158575089
 0.000000006 0.999999994      0.00000005      0.00000000      3.647E-115    -21.83966270    -21.96475243     -0.03502644     -0.00000001 0.864266774 0.135733226
 0.000000007 0.999999993      0.00000005      0.00000000      4.172E-115    -21.82434626    -21.96475243     -0.03502644     -0.00000001 0.881356687 0.118643313
 0.000000008 0.999999992      0.00000005      0.00000000      4.697E-115    -21.81107855    -21.96475243     -0.03502644     -0.00000001 0.894624336 0.105375664
 0.000000009 0.999999991      0.00000005      0.00000000      5.222E-115    -21.79937561    -21.96475243     -0.03502644     -0.00000001 0.905223056 0.094776944
 0.000000010 0.999999990      0.00000005      0.00000000      5.748E-115    -21.78890697    -21.96475243     -0.03502644     -0.00000001 0.913884575 0.086115425
 0.000000020 0.999999980      0.00000005      0.00000000      1.100E-114    -21.72003574    -21.96475243     -0.03502644     -0.00000001 0.955004902 0.044995098
 0.000000030 0.999999970      0.00000005      0.00000000      1.625E-114    -21.67974866    -21.96475243     -0.03502643     -0.00000001 0.969546516 0.030453484
 0.000000040 0.999999960      0.00000005      0.00000000      2.151E-114    -21.65116451    -21.96475243     -0.03502643     -0.00000001 0.976984663 0.023015337
 0.000000050 0.999999950      0.00000005      0.00000000      2.676E-114    -21.62899293    -21.96475243     -0.03502643     -0.00000001 0.981502586 0.018497414
 0.000000060 0.999999940      0.00000005      0.00000000      3.201E-114    -21.61087743    -21.96475243     -0.03502643     -0.00000001 0.984537820 0.015462180
 0.000000070 0.999999930      0.00000005      0.00000000      3.726E-114    -21.59556099    -21.96475243     -0.03502643     -0.00000001 0.986717363 0.013282637
 0.000000080 0.999999920      0.00000005      0.00000000      4.252E-114    -21.58229328    -21.96475243     -0.03502643     -0.00000001 0.988358364 0.011641636
 0.000000090 0.999999910      0.00000005      0.00000000      4.777E-114    -21.57059034    -21.96475243     -0.03502643     -0.00000001 0.989638476 0.010361524
 0.000000100 0.999999900      0.00000005      0.00000000      5.302E-114    -21.56012170    -21.96475244     -0.03502643     -0.00000001 0.990664956 0.009335044
 0.000000200 0.999999800      0.00000005      0.00000000      1.055E-113    -21.49125047    -21.96475245     -0.03502642     -0.00000001 0.995310591 0.004689409
 0.000000300 0.999999700      0.00000004      0.00000000      1.581E-113    -21.45096338    -21.96475246     -0.03502641     -0.00000001 0.996868833 0.003131167
 0.000000400 0.999999600      0.00000004      0.00000000      2.106E-113    -21.42237924    -21.96475247     -0.03502640     -0.00000001 0.997649785 0.002350215
 0.000000500 0.999999500      0.00000004      0.00000000      2.631E-113    -21.40020766    -21.96475247     -0.03502639     -0.00000001 0.998118944 0.001881056
 0.000000600 0.999999400      0.00000004      0.00000000      3.157E-113    -21.38209215    -21.96475248     -0.03502638     -0.00000001 0.998431962 0.001568038
 0.000000700 0.999999300      0.00000004      0.00000000      3.682E-113    -21.36677571    -21.96475249     -0.03502638     -0.00000001 0.998655667 0.001344333
 0.000000800 0.999999200      0.00000004      0.00000000      4.207E-113    -21.35350801    -21.96475250     -0.03502637     -0.00000001 0.998823511 0.001176489
 0.000000900 0.999999100      0.00000004      0.00000000      4.732E-113    -21.34180506    -21.96475251     -0.03502636     -0.00000001 0.998954095 0.001045905
