
 Property  job 1 : Binary mixture - fine grid ;
 Compounds job 1 : HEBKCHPVOIAQTA-SCDXWVJYSA-N (1) ; SGMZJAMFUVOLNK-UHFFFAOYSA-M (2) ;
 Settings  job 1 : T= 50.00 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 152.1464 (1) 139.6245 (2) ; Surface areas 175.5647 (1) 177.0496 (2) ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000001 0.999999999      0.00000127      0.00000024      5.457E-149    -29.33897380     -6.31093476    -48.12964449      0.00000247 0.000000000 1.000000000
 0.000000002 0.999999998      0.00000122      0.00000023      5.457E-149    -29.27010255     -6.31093476    -48.12964425      0.00000239 0.000000000 1.000000000
 0.000000003 0.999999997      0.00000126      0.00000023      5.457E-149    -29.22981547     -6.31093476    -48.12964434      0.00000247 0.000000000 1.000000000
 0.000000004 0.999999996      0.00000125      0.00000023      5.457E-149    -29.20123134     -6.31093476    -48.12964448      0.00000248 0.000000000 1.000000000
 0.000000005 0.999999995      0.00000125      0.00000022      5.457E-149    -29.17905976     -6.31093476    -48.12964445      0.00000248 0.000000000 1.000000000
 0.000000006 0.999999994      0.00000124      0.00000022      5.457E-149    -29.16094425     -6.31093475    -48.12964442      0.00000249 0.000000000 1.000000000
 0.000000007 0.999999993      0.00000124      0.00000021      5.457E-149    -29.14562781     -6.31093475    -48.12964438      0.00000249 0.000000000 1.000000000
 0.000000008 0.999999992      0.00000123      0.00000021      5.457E-149    -29.13236010     -6.31093475    -48.12964435      0.00000249 0.000000000 1.000000000
 0.000000009 0.999999991      0.00000123      0.00000020      5.457E-149    -29.12065715     -6.31093475    -48.12964431      0.00000249 0.000000000 1.000000000
 0.000000010 0.999999990      0.00000122      0.00000020      5.457E-149    -29.11018851     -6.31093475    -48.12964428      0.00000249 0.000000000 1.000000000
 0.000000020 0.999999980      0.00000111      0.00000014      5.457E-149    -29.04131722     -6.31093477    -48.12964367      0.00000239 0.000000000 1.000000000
