
 Property  job 1 : Binary mixture - fine grid ;
 Compounds job 1 : MGSRCZKZVOBKFT-UHFFFAOYSA-N (1) ; TUNFSRHWOTWDNC-UHFFFAOYSA-N (2) ;
 Settings  job 1 : T= 50.00 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 150.2185 (1) 228.3723 (2) ; Surface areas 201.8830 (1) 330.5786 (2) ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000001 0.999999999     -0.00000002      0.00000000      1.6309E-81    -14.00602828    -18.02181079    -21.78746693      0.00000000 1.000000000 0.000000000
 0.000000002 0.999999998     -0.00000002      0.00000000      3.2618E-81    -13.93715705    -18.02181079    -21.78746691      0.00000000 1.000000000 0.000000000
 0.000000003 0.999999997     -0.00000002      0.00000000      4.8927E-81    -13.89686996    -18.02181079    -21.78746689      0.00000000 1.000000000 0.000000000
 0.000000004 0.999999996     -0.00000002      0.00000000      6.5236E-81    -13.86828581    -18.02181079    -21.78746687      0.00000000 1.000000000 0.000000000
 0.000000005 0.999999995     -0.00000003     -0.00000001      8.1544E-81    -13.84611423    -18.02181079    -21.78746684      0.00000000 1.000000000 0.000000000
 0.000000006 0.999999994     -0.00000003     -0.00000001      9.7853E-81    -13.82799872    -18.02181079    -21.78746682      0.00000000 1.000000000 0.000000000
 0.000000007 0.999999993     -0.00000003     -0.00000001      1.1416E-80    -13.81268228    -18.02181079    -21.78746680      0.00000000 1.000000000 0.000000000
 0.000000008 0.999999992     -0.00000004     -0.00000002      1.3047E-80    -13.79941458    -18.02181079    -21.78746678      0.00000000 1.000000000 0.000000000
 0.000000009 0.999999991     -0.00000004     -0.00000002      1.4678E-80    -13.78771163    -18.02181079    -21.78746676      0.00000000 1.000000000 0.000000000
 0.000000010 0.999999990     -0.00000004     -0.00000002      1.6309E-80    -13.77724299    -18.02181079    -21.78746674      0.00000000 1.000000000 0.000000000
 0.000000020 0.999999980     -0.00000007     -0.00000004      3.2618E-80    -13.70837174    -18.02181079    -21.78746652      0.00000000 1.000000000 0.000000000
 0.000000030 0.999999970     -0.00000010     -0.00000006      4.8927E-80    -13.66808463    -18.02181079    -21.78746631      0.00000000 1.000000000 0.000000000
 0.000000040 0.999999960     -0.00000013     -0.00000009      6.5236E-80    -13.63950047    -18.02181079    -21.78746610      0.00000000 1.000000000 0.000000000
 0.000000050 0.999999950     -0.00000016     -0.00000011      8.1544E-80    -13.61732886    -18.02181079    -21.78746589      0.00000000 1.000000000 0.000000000
 0.000000060 0.999999940     -0.00000019     -0.00000013      9.7853E-80    -13.59921334    -18.02181079    -21.78746568      0.00000000 1.000000000 0.000000000
 0.000000070 0.999999930     -0.00000021     -0.00000015      1.1416E-79    -13.58389688    -18.02181079    -21.78746548      0.00000000 1.000000000 0.000000000
 0.000000080 0.999999920     -0.00000024     -0.00000017      1.3047E-79    -13.57062916    -18.02181079    -21.78746527      0.00000000 1.000000000 0.000000000
 0.000000090 0.999999910     -0.00000027     -0.00000019      1.4678E-79    -13.55892619    -18.02181079    -21.78746506      0.00000000 1.000000000 0.000000000
 0.000000100 0.999999900     -0.00000030     -0.00000022      1.6309E-79    -13.54845753    -18.02181080    -21.78746485      0.00000000 1.000000000 0.000000000
 0.000000200 0.999999800     -0.00000058     -0.00000043      3.2618E-79    -13.47958610    -18.02181080    -21.78746277      0.00000000 1.000000000 0.000000000
 0.000000300 0.999999700     -0.00000087     -0.00000065      4.8927E-79    -13.43929880    -18.02181081    -21.78746070      0.00000000 1.000000000 0.000000000
 0.000000400 0.999999600     -0.00000115     -0.00000087      6.5236E-79    -13.41071446    -18.02181082    -21.78745862      0.00000000 1.000000000 0.000000000
 0.000000500 0.999999500     -0.00000143     -0.00000108      8.1545E-79    -13.38854267    -18.02181083    -21.78745655      0.00000000 1.000000000 0.000000000
 0.000000600 0.999999400     -0.00000172     -0.00000130      9.7855E-79    -13.37042696    -18.02181084    -21.78745447      0.00000000 1.000000000 0.000000000
 0.000000700 0.999999300     -0.00000200     -0.00000151      1.1416E-78    -13.35511031    -18.02181085    -21.78745240      0.00000000 1.000000000 0.000000000
 0.000000800 0.999999200     -0.00000228     -0.00000173      1.3047E-78    -13.34184240    -18.02181086    -21.78745032      0.00000000 1.000000000 0.000000000
 0.000000900 0.999999100     -0.00000256     -0.00000195      1.4678E-78    -13.33013925    -18.02181087    -21.78744825      0.00000000 1.000000000 0.000000000
 0.000001000 0.999999000     -0.00000285     -0.00000216      1.6309E-78    -13.31967041    -18.02181088    -21.78744618      0.00000000 1.000000000 0.000000000
 0.000002000 0.999998000     -0.00000567     -0.00000433      3.2619E-78    -13.25079712    -18.02181098    -21.78742545      0.00000000 1.000000000 0.000000000
 0.000003000 0.999997000     -0.00000850     -0.00000649      4.8930E-78    -13.21050797    -18.02181108    -21.78740472      0.00000000 1.000000000 0.000000000
 0.000004000 0.999996000     -0.00001133     -0.00000866      6.5241E-78    -13.18192177    -18.02181118    -21.78738399      0.00000000 1.000000000 0.000000000
 0.000005000 0.999995000     -0.00001415     -0.00001082      8.1553E-78    -13.15974813    -18.02181128    -21.78736326      0.00000000 1.000000000 0.000000000
 0.000006000 0.999994000     -0.00001698     -0.00001299      9.7865E-78    -13.14163057    -18.02181138    -21.78734254      0.00000000 1.000000000 0.000000000
 0.000007000 0.999993000     -0.00001981     -0.00001515      1.1418E-77    -13.12631207    -18.02181148    -21.78732181      0.00000000 1.000000000 0.000000000
 0.000008000 0.999992000     -0.00002263     -0.00001732      1.3049E-77    -13.11304230    -18.02181158    -21.78730108      0.00000000 1.000000000 0.000000000
 0.000009000 0.999991000     -0.00002546     -0.00001948      1.4681E-77    -13.10133730    -18.02181168    -21.78728036      0.00000000 1.000000000 0.000000000
 0.000010000 0.999990000     -0.00002829     -0.00002165      1.6312E-77    -13.09086660    -18.02181178    -21.78725963      0.00000000 1.000000000 0.000000000
 0.000020000 0.999980000     -0.00005655     -0.00004330      3.2631E-77    -13.02197478    -18.02181277    -21.78705237      0.00000000 1.000000000 0.000000000
 0.000030000 0.999970000     -0.00008481     -0.00006494      4.8957E-77    -12.98166710    -18.02181377    -21.78684511      0.00000000 1.000000000 0.000000000
 0.000040000 0.999960000     -0.00011307     -0.00008659      6.5290E-77    -12.95306236    -18.02181476    -21.78663784      0.00000000 1.000000000 0.000000000
 0.000050000 0.999950000     -0.00014134     -0.00010824      8.1629E-77    -12.93087019    -18.02181576    -21.78643058     -0.00000002 1.000000000 0.000000000
 0.000060000 0.999940000     -0.00016960     -0.00012988      9.7975E-77    -12.91273409    -18.02181675    -21.78622331     -0.00000003 1.000000000 0.000000000
 0.000070000 0.999930000     -0.00019786     -0.00015153      1.1433E-76    -12.89739706    -18.02181775    -21.78601604     -0.00000004 1.000000000 0.000000000
 0.000080000 0.999920000     -0.00022612     -0.00017318      1.3069E-76    -12.88410876    -18.02181874    -21.78580877     -0.00000006 1.000000000 0.000000000
 0.000090000 0.999910000     -0.00025438     -0.00019482      1.4705E-76    -12.87238522    -18.02181974    -21.78560150     -0.00000008 1.000000000 0.000000000
 0.000100000 0.999900000     -0.00028264     -0.00021647      1.6343E-76    -12.86189599    -18.02182073    -21.78539422     -0.00000010 1.000000000 0.000000000
