
 Property  job 1 : Binary mixture - fine grid ;
 Compounds job 1 : XSQUKJJJFZCRTK-UHFFFAOYSA-N (1) ; HWCKGOZZJDHMNC-UHFFFAOYSA-M (2) ;
 Settings  job 1 : T= 50.00 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 60.0554 (1) 210.1560 (2) ; Surface areas 91.2342 (1) 217.9637 (2) ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000001 0.999999999     -0.00000003      0.00000000      1.725E-107    -13.63980356     -4.72452016    -25.62262936      0.00000010 1.000000000 0.000000000
 0.000000002 0.999999998     -0.00000004      0.00000000      3.450E-107    -13.57093234     -4.72452016    -25.62262947      0.00000015 1.000000000 0.000000000
 0.000000003 0.999999997     -0.00000029      0.00000010      5.174E-107    -13.53064490     -4.72452007    -25.62262593      0.00000107 1.000000000 0.000000000
 0.000000004 0.999999996     -0.00000029      0.00000010      6.899E-107    -13.50206083     -4.72452007    -25.62262662      0.00000107 1.000000000 0.000000000
 0.000000005 0.999999995     -0.00000029      0.00000009      8.624E-107    -13.47988931     -4.72452007    -25.62262720      0.00000108 1.000000000 0.000000000
 0.000000006 0.999999994     -0.00000029      0.00000009      1.035E-106    -13.46177388     -4.72452007    -25.62262797      0.00000106 1.000000000 0.000000000
 0.000000007 0.999999993     -0.00000030      0.00000009      1.207E-106    -13.44645749     -4.72452007    -25.62262847      0.00000109 1.000000000 0.000000000
 0.000000008 0.999999992     -0.00000030      0.00000009      1.380E-106    -13.43318985     -4.72452007    -25.62262913      0.00000108 1.000000000 0.000000000
 0.000000009 0.999999991     -0.00000030      0.00000008      1.552E-106    -13.42148698     -4.72452007    -25.62262988      0.00000106 1.000000000 0.000000000
 0.000000010 0.999999990     -0.00000032      0.00000009      1.725E-106    -13.41101837     -4.72452006    -25.62263017      0.00000113 1.000000000 0.000000000
 0.000000020 0.999999980     -0.00000034      0.00000006      3.450E-106    -13.34214780     -4.72452007    -25.62263677      0.00000108 1.000000000 0.000000000
 0.000000030 0.999999970     -0.00000036      0.00000003      5.174E-106    -13.30186136     -4.72452007    -25.62264328      0.00000105 1.000000000 0.000000000
 0.000000040 0.999999960     -0.00000039      0.00000000      6.899E-106    -13.27327784     -4.72452007    -25.62264960      0.00000105 1.000000000 0.000000000
 0.000000050 0.999999950     -0.00000041     -0.00000002      8.624E-106    -13.25110690     -4.72452008    -25.62265606      0.00000103 1.000000000 0.000000000
 0.000000060 0.999999940     -0.00000046     -0.00000004      1.035E-105    -13.23299200     -4.72452007    -25.62266214      0.00000109 1.000000000 0.000000000
 0.000000070 0.999999930     -0.00000047     -0.00000008      1.207E-105    -13.21767622     -4.72452008    -25.62266875      0.00000103 1.000000000 0.000000000
 0.000000080 0.999999920     -0.00000051     -0.00000010      1.380E-105    -13.20440913     -4.72452007    -25.62267491      0.00000107 1.000000000 0.000000000
 0.000000090 0.999999910     -0.00000055     -0.00000012      1.552E-105    -13.19270680     -4.72452007    -25.62268110      0.00000110 1.000000000 0.000000000
 0.000000100 0.999999900     -0.00000056     -0.00000015      1.725E-105    -13.18223883     -4.72452008    -25.62268780      0.00000103 1.000000000 0.000000000
 0.000000200 0.999999800     -0.00000087     -0.00000040      3.449E-105    -13.11337388     -4.72452008    -25.62275099      0.00000109 1.000000000 0.000000000
 0.000000300 0.999999700     -0.00000115     -0.00000066      5.173E-105    -13.07309311     -4.72452010    -25.62281457      0.00000107 1.000000000 0.000000000
 0.000000400 0.999999600     -0.00000146     -0.00000091      6.897E-105    -13.04451525     -4.72452010    -25.62287777      0.00000112 1.000000000 0.000000000
 0.000000500 0.999999500     -0.00000173     -0.00000117      8.621E-105    -13.02235000     -4.72452012    -25.62294155      0.00000105 1.000000000 0.000000000
 0.000000600 0.999999400     -0.00000203     -0.00000142      1.034E-104    -13.00424079     -4.72452013    -25.62300486      0.00000108 1.000000000 0.000000000
 0.000000700 0.999999300     -0.00000233     -0.00000167      1.207E-104    -12.98893064     -4.72452013    -25.62306819      0.00000110 1.000000000 0.000000000
 0.000000800 0.999999200     -0.00000263     -0.00000193      1.379E-104    -12.97566923     -4.72452014    -25.62313153      0.00000112 1.000000000 0.000000000
 0.000000900 0.999999100     -0.00000290     -0.00000219      1.551E-104    -12.96397263     -4.72452016    -25.62319538      0.00000103 1.000000000 0.000000000
 0.000001000 0.999999000     -0.00000319     -0.00000244      1.724E-104    -12.95351029     -4.72452017    -25.62325874      0.00000105 1.000000000 0.000000000
 0.000002000 0.999998000     -0.00000613     -0.00000498      3.445E-104    -12.88470200     -4.72452026    -25.62389217      0.00000112 1.000000000 0.000000000
 0.000003000 0.999997000     -0.00000903     -0.00000753      5.165E-104    -12.84447785     -4.72452037    -25.62452564      0.00000106 1.000000000 0.000000000
 0.000004000 0.999996000     -0.00001196     -0.00001008      6.882E-104    -12.81595654     -4.72452046    -25.62515800      0.00000108 1.000000000 0.000000000
 0.000005000 0.999995000     -0.00001489     -0.00001262      8.597E-104    -12.79384772     -4.72452056    -25.62578971      0.00000110 1.000000000 0.000000000
 0.000006000 0.999994000     -0.00001781     -0.00001517      1.031E-103    -12.77579492     -4.72452066    -25.62642077      0.00000112 1.000000000 0.000000000
 0.000007000 0.999993000     -0.00002074     -0.00001771      1.202E-103    -12.76054112     -4.72452076    -25.62705118      0.00000113 1.000000000 0.000000000
 0.000008000 0.999992000     -0.00002366     -0.00002026      1.373E-103    -12.74733599     -4.72452085    -25.62768092      0.00000115 1.000000000 0.000000000
 0.000009000 0.999991000     -0.00002656     -0.00002281      1.544E-103    -12.73569560     -4.72452096    -25.62831052      0.00000106 1.000000000 0.000000000
 0.000010000 0.999990000     -0.00002949     -0.00002536      1.714E-103    -12.72528940     -4.72452106    -25.62893895      0.00000107 1.000000000 0.000000000
 0.000020000 0.999980000     -0.00005876     -0.00005082      3.407E-103    -12.65703901     -4.72452204    -25.63518722      0.00000119 1.000000000 0.000000000
 0.000030000 0.999970000     -0.00008808     -0.00007630      5.078E-103    -12.61736634     -4.72452302    -25.64137098      0.00000137 1.000000000 0.000000000
 0.000040000 0.999960000     -0.00011744     -0.00010178      6.730E-103    -12.58939036     -4.72452399    -25.64749175      0.00000159 1.000000000 0.000000000
 0.000050000 0.999950000     -0.00014684     -0.00012726      8.361E-103    -12.56782082     -4.72452496    -25.65355101      0.00000187 1.000000000 0.000000000
 0.000060000 0.999940000     -0.00017628     -0.00015275      9.974E-103    -12.55030140     -4.72452592    -25.65955021      0.00000221 1.000000000 0.000000000
 0.000070000 0.999930000     -0.00020577     -0.00017825      1.157E-102    -12.53557522     -4.72452687    -25.66549076      0.00000260 1.000000000 0.000000000
 0.000080000 0.999920000     -0.00023530     -0.00020375      1.314E-102    -12.52289207     -4.72452782    -25.67137398      0.00000304 1.000000000 0.000000000
 0.000090000 0.999910000     -0.00026486     -0.00022926      1.470E-102    -12.51176812     -4.72452876    -25.67720118      0.00000354 1.000000000 0.000000000
 0.000100000 0.999900000     -0.00029447     -0.00025478      1.624E-102    -12.50187303     -4.72452970    -25.68297360      0.00000410 1.000000000 0.000000000
 0.000200000 0.999800000     -0.00059250     -0.00051025      3.074E-102    -12.43846242     -4.72453883    -25.73793148      0.00001222 1.000000000 0.000000000
 0.000300000 0.999700000     -0.00089380     -0.00076624      4.383E-102    -12.40320114     -4.72454752    -25.78851308      0.00002484 1.000000000 0.000000000
 0.000400000 0.999600000     -0.00119786     -0.00102271      5.577E-102    -12.37928155     -4.72455583    -25.83545903      0.00004126 1.000000000 0.000000000
 0.000500000 0.999500000     -0.00150431     -0.00127963      6.671E-102    -12.36146873     -4.72456380    -25.87932730      0.00006099 1.000000000 0.000000000
 0.000600000 0.999400000     -0.00181287     -0.00153697      7.682E-102    -12.34744915     -4.72457149    -25.92055034      0.00008367 1.000000000 0.000000000
 0.000700000 0.999300000     -0.00212330     -0.00179472      8.621E-102    -12.33599988     -4.72457892    -25.95947099      0.00010897 1.000000000 0.000000000
 0.000800000 0.999200000     -0.00243541     -0.00205284      9.495E-102    -12.32639809     -4.72458612    -25.99636625      0.00013665 1.000000000 0.000000000
 0.000900000 0.999100000     -0.00274904     -0.00231131      1.031E-101    -12.31818242     -4.72459309    -26.03146355      0.00016650 1.000000000 0.000000000
 0.001000000 0.999000000     -0.00306403     -0.00257014      1.108E-101    -12.31104127     -4.72459989    -26.06495265      0.00019824 1.000000000 0.000000000
 0.002000000 0.998000000     -0.00627106     -0.00517432      1.688E-101    -12.26925386     -4.72465949    -26.33753487      0.00059983 1.000000000 0.000000000
 0.003000000 0.997000000     -0.00954704     -0.00780183      2.066E-101    -12.24917460     -4.72470887    -26.54091442      0.00110538 1.000000000 0.000000000
 0.004000000 0.996000000     -0.01286685     -0.01044749      2.337E-101    -12.23690563     -4.72475153    -26.70511678      0.00167956 1.000000000 0.000000000
 0.005000000 0.995000000     -0.01621800     -0.01310818      2.543E-101    -12.22850212     -4.72478928    -26.84368403      0.00230410 1.000000000 0.000000000
 0.006000000 0.994000000     -0.01959324     -0.01578174      2.706E-101    -12.22234119     -4.72482321    -26.96399965      0.00296820 1.000000000 0.000000000
 0.007000000 0.993000000     -0.02298783     -0.01846661      2.838E-101    -12.21761419     -4.72485404    -27.07057592      0.00366448 1.000000000 0.000000000
 0.008000000 0.992000000     -0.02639844     -0.02116158      2.947E-101    -12.21386654     -4.72488229    -27.16638946      0.00438772 1.000000000 0.000000000
 0.009000000 0.991000000     -0.02982266     -0.02386570      3.039E-101    -12.21082053     -4.72490835    -27.25351621      0.00513400 1.000000000 0.000000000
 0.010000000 0.990000000     -0.03325862     -0.02657820      3.117E-101    -12.20829580     -4.72493253    -27.33346684      0.00590020 1.000000000 0.000000000
 0.015000000 0.985000000     -0.05057281     -0.04024633      3.381E-101    -12.20022168     -4.72503229    -27.65767084      0.00995949 1.000000000 0.000000000
 0.020000000 0.980000000     -0.06804510     -0.05405580      3.532E-101    -12.19588559     -4.72510856    -27.90171279      0.01428097 1.000000000 0.000000000
 0.025000000 0.975000000     -0.08562467     -0.06797582      3.630E-101    -12.19315442     -4.72517096    -28.09736885      0.01876801 1.000000000 0.000000000
 0.030000000 0.970000000     -0.10328331     -0.08198668      3.701E-101    -12.19122380     -4.72522531    -28.26025987      0.02336246 1.000000000 0.000000000
 0.035000000 0.965000000     -0.12100313     -0.09607456      3.758E-101    -12.18972356     -4.72527557    -28.39931147      0.02802454 1.000000000 0.000000000
 0.040000000 0.960000000     -0.13877204     -0.11022913      3.806E-101    -12.18846088     -4.72532469    -28.52013481      0.03272501 1.000000000 0.000000000
 0.045000000 0.955000000     -0.15658122     -0.12444234      3.849E-101    -12.18732673     -4.72537499    -28.62650332      0.03744071 1.000000000 0.000000000
 0.050000000 0.950000000     -0.17442397     -0.13870773      3.891E-101    -12.18625555     -4.72542840    -28.72108303      0.04215255 1.000000000 0.000000000
 0.055000000 0.945000000     -0.19229520     -0.15301992      3.932E-101    -12.18520596     -4.72548655    -28.80582973      0.04684431 1.000000000 0.000000000
 0.060000000 0.940000000     -0.21019066     -0.16737441      3.974E-101    -12.18415112     -4.72555092    -28.88222477      0.05150153 1.000000000 0.000000000
