
 Property  job 1 : Binary mixture - fine grid ;
 Compounds job 1 : LNTHITQWFMADLM-UHFFFAOYSA-N (1) ; SGMZJAMFUVOLNK-UHFFFAOYSA-M (2) ;
 Settings  job 1 : T= 50.00 K ;
 Units     job 1 : Energies in kcal/mol ; Pressure in mbar ; Area in A^2 ; Temperature in K ; Molecular weights in a.m.u. ; Concentrations x : mole fraction ;
 General   job 1 : Molecular weights 170.1203 (1) 139.6245 (2) ; Surface areas 179.9407 (1) 177.0496 (2) ;
 
          x1          x2             H^E             G^E            ptot    mu1+RTln(x1)    mu2+RTln(x2)      ln(gamma1)      ln(gamma2)          y1          y2
 0.000000001 0.999999999      0.00000123      0.00000022      5.457E-149    -42.66811652     -6.31093476   -233.25850377      0.00000244 0.000000000 1.000000000
 0.000000002 0.999999998      0.00000120      0.00000020      5.457E-149    -42.59924525     -6.31093476   -233.25850339      0.00000244 0.000000000 1.000000000
 0.000000003 0.999999997      0.00000120      0.00000018      5.457E-149    -42.55895811     -6.31093475   -233.25850288      0.00000250 0.000000000 1.000000000
 0.000000004 0.999999996      0.00000112      0.00000015      5.457E-149    -42.53037396     -6.31093476   -233.25850274      0.00000239 0.000000000 1.000000000
 0.000000005 0.999999995      0.00000110      0.00000012      5.457E-149    -42.50820234     -6.31093476   -233.25850236      0.00000239 0.000000000 1.000000000
 0.000000006 0.999999994      0.00000107      0.00000010      5.457E-149    -42.49008679     -6.31093476   -233.25850198      0.00000240 0.000000000 1.000000000
 0.000000007 0.999999993      0.00000104      0.00000008      5.457E-149    -42.47477032     -6.31093476   -233.25850159      0.00000240 0.000000000 1.000000000
 0.000000008 0.999999992      0.00000102      0.00000005      5.457E-149    -42.46150258     -6.31093476   -233.25850121      0.00000240 0.000000000 1.000000000
 0.000000009 0.999999991      0.00000099      0.00000003      5.457E-149    -42.44979959     -6.31093476   -233.25850083      0.00000240 0.000000000 1.000000000
 0.000000010 0.999999990      0.00000096      0.00000000      5.457E-149    -42.43933092     -6.31093476   -233.25850045      0.00000240 0.000000000 1.000000000
 0.000000020 0.999999980      0.00000069     -0.00000022      5.457E-149    -42.37045931     -6.31093476   -233.25849665      0.00000240 0.000000000 1.000000000
 0.000000030 0.999999970      0.00000041     -0.00000046      5.457E-149    -42.33017185     -6.31093477   -233.25849284      0.00000241 0.000000000 1.000000000
 0.000000040 0.999999960      0.00000014     -0.00000069      5.457E-149    -42.30158733     -6.31093477   -233.25848904      0.00000241 0.000000000 1.000000000
 0.000000050 0.999999950     -0.00000014     -0.00000092      5.457E-149    -42.27941537     -6.31093477   -233.25848525      0.00000241 0.000000000 1.000000000
 0.000000060 0.999999940     -0.00000041     -0.00000115      5.457E-149    -42.26129949     -6.31093477   -233.25848145      0.00000241 0.000000000 1.000000000
 0.000000070 0.999999930     -0.00000069     -0.00000138      5.457E-149    -42.24598267     -6.31093477   -233.25847765      0.00000241 0.000000000 1.000000000
 0.000000080 0.999999920     -0.00000096     -0.00000161      5.457E-149    -42.23271459     -6.31093477   -233.25847385      0.00000241 0.000000000 1.000000000
 0.000000090 0.999999910     -0.00000124     -0.00000185      5.457E-149    -42.22101127     -6.31093477   -233.25847006      0.00000241 0.000000000 1.000000000
 0.000000100 0.999999900     -0.00000152     -0.00000208      5.457E-149    -42.21054225     -6.31093477   -233.25846626      0.00000241 0.000000000 1.000000000
 0.000000200 0.999999800     -0.00000427     -0.00000440      5.457E-149    -42.14166725     -6.31093478   -233.25842829      0.00000242 0.000000000 1.000000000
 0.000000300 0.999999700     -0.00000703     -0.00000671      5.457E-149    -42.10137639     -6.31093479   -233.25839033      0.00000242 0.000000000 1.000000000
 0.000000400 0.999999600     -0.00000979     -0.00000903      5.457E-149    -42.07278848     -6.31093480   -233.25835237      0.00000242 0.000000000 1.000000000
 0.000000500 0.999999500     -0.00001254     -0.00001135      5.457E-149    -42.05061312     -6.31093481   -233.25831441      0.00000242 0.000000000 1.000000000
 0.000000600 0.999999400     -0.00001530     -0.00001367      5.457E-149    -42.03249385     -6.31093482   -233.25827645      0.00000242 0.000000000 1.000000000
 0.000000700 0.999999300     -0.00001806     -0.00001598      5.457E-149    -42.01717364     -6.31093483   -233.25823849      0.00000243 0.000000000 1.000000000
 0.000000800 0.999999200     -0.00002082     -0.00001830      5.457E-149    -42.00390216     -6.31093484   -233.25820053      0.00000243 0.000000000 1.000000000
 0.000000900 0.999999100     -0.00002357     -0.00002062      5.457E-149    -41.99219545     -6.31093485   -233.25816257      0.00000243 0.000000000 1.000000000
 0.000001000 0.999999000     -0.00002633     -0.00002294      5.457E-149    -41.98172303     -6.31093486   -233.25812461      0.00000243 0.000000000 1.000000000
 0.000002000 0.999998000     -0.00005391     -0.00004611      5.457E-149    -41.91281409     -6.31093496   -233.25774501      0.00000244 0.000000000 1.000000000
 0.000003000 0.999997000     -0.00008149     -0.00006929      5.457E-149    -41.87248928     -6.31093506   -233.25736540      0.00000244 0.000000000 1.000000000
 0.000004000 0.999996000     -0.00010908     -0.00009246      5.457E-149    -41.84386742     -6.31093516   -233.25698577      0.00000244 0.000000000 1.000000000
 0.000005000 0.999995000     -0.00013666     -0.00011564      5.457E-149    -41.82165812     -6.31093526   -233.25660613      0.00000244 0.000000000 1.000000000
 0.000006000 0.999994000     -0.00016424     -0.00013882      5.457E-149    -41.80350489     -6.31093535   -233.25622648      0.00000244 0.000000000 1.000000000
 0.000007000 0.999993000     -0.00019183     -0.00016199      5.457E-149    -41.78815073     -6.31093545   -233.25584681      0.00000244 0.000000000 1.000000000
 0.000008000 0.999992000     -0.00021941     -0.00018517      5.457E-149    -41.77484530     -6.31093555   -233.25546713      0.00000244 0.000000000 1.000000000
 0.000009000 0.999991000     -0.00024699     -0.00020834      5.457E-149    -41.76310463     -6.31093565   -233.25508743      0.00000244 0.000000000 1.000000000
 0.000010000 0.999990000     -0.00027458     -0.00023152      5.457E-149    -41.75259826     -6.31093575   -233.25470771      0.00000244 0.000000000 1.000000000
 0.000020000 0.999980000     -0.00055041     -0.00046328      5.457E-149    -41.68334966     -6.31093675   -233.25090967      0.00000239 0.000000000 1.000000000
 0.000030000 0.999970000     -0.00082625     -0.00069504      5.457E-149    -41.64268504     -6.31093775   -233.24711002      0.00000230 0.000000000 1.000000000
 0.000040000 0.999960000     -0.00110208     -0.00092679      5.457E-149    -41.61372320     -6.31093876   -233.24330874      0.00000217 0.000000000 1.000000000
 0.000050000 0.999950000     -0.00137792     -0.00115854      5.457E-149    -41.59117376     -6.31093977   -233.23950584      0.00000201 0.000000000 1.000000000
 0.000060000 0.999940000     -0.00165375     -0.00139028      5.457E-149    -41.57268024     -6.31094078   -233.23570132      0.00000180 0.000000000 1.000000000
 0.000070000 0.999930000     -0.00192958     -0.00162202      5.457E-149    -41.55698562     -6.31094180   -233.23189517      0.00000155 0.000000000 1.000000000
 0.000080000 0.999920000     -0.00220540     -0.00185376      5.457E-149    -41.54333958     -6.31094282   -233.22808739      0.00000127 0.000000000 1.000000000
 0.000090000 0.999910000     -0.00248123     -0.00208549      5.457E-149    -41.53125813     -6.31094385   -233.22427797      0.00000095 0.000000000 1.000000000
