features,MIC_1,MIC_2,MIC_3,MIC_4,MIC_5,MIC_sum,MIC
X#1,0.26775146672630695,0.24538442963862261,0.28271283063779895,0.2951131811475542,0.27912886101025036,0.2740181538321066,False
Solubility#1,0.2191617594396427,0.18910468588938056,0.22350285721666288,0.21271675056461342,0.23673420760427097,0.2162440521429141,False
Solubility#2,0.2191617594396427,0.19116311156967242,0.22266254464290414,0.21107907395998204,0.23673420760427097,0.21616013944329446,False
T#1,0.3577521742441059,0.37194737439112857,0.3446766627567601,0.30748303620180084,0.3619508775400348,0.34876202502676606,False
T#2,0.35793458643780496,0.40739652873625726,0.34406902601784456,0.29333388285223083,0.3983497365136814,0.3602167521115638,True
NumValenceElectrons#1,0.24430537149107742,0.26312865609090547,0.2529590694845945,0.24801731709986533,0.2546492784402634,0.25261193852134123,False
NumValenceElectrons#2,0.4213970950511695,0.38568576009088795,0.39437247036675716,0.3307507055280993,0.3978391289020762,0.38600903198779807,True
TPSA#2,0.2047224505788697,0.2233277764024075,0.23170428048539704,0.18542940903211075,0.1965342878543697,0.2083436408706309,False
NumHDonors#1,0.23281728182815867,0.23155911539521054,0.23374955399279587,0.21894135529360395,0.22918716652301005,0.22925089460655582,False
NumHeteroatoms#1,0.2617397794199859,0.24711327478968495,0.22094661363468468,0.20300296675994972,0.2087243318619984,0.22830539329326074,False
NumHeteroatoms#2,0.2942969105706591,0.2716474902347712,0.2744075061895058,0.2218772859156504,0.27444786693845974,0.26733541196980926,False
NumRotatableBonds#2,0.33120837922149104,0.3101269616078651,0.3389449926039274,0.26822113656799085,0.30218411057602146,0.3101371161154592,False
MaxPartialCharge#1,0.2942083849022316,0.2964583784988877,0.27776328141639556,0.26620951389630504,0.3161604588104675,0.2901600035048575,False
MaxPartialCharge#2,0.35323028996867456,0.3415867570024455,0.33480152887876397,0.28975715795284696,0.3297792963286967,0.32983100602628557,False
MinPartialCharge#1,0.24192231673413905,0.26361573834857766,0.23010871956905848,0.2412828415211113,0.25384270273053017,0.2461544637806833,False
MinPartialCharge#2,0.2757875769767308,0.2765956944930569,0.2442707929206147,0.22174572886022018,0.2567772477277495,0.2550354081956744,False
BalabanJ#1,0.3042296571158063,0.3394921911476928,0.2884355658603834,0.25833306892484176,0.31972810821861275,0.3020437182534674,False
BalabanJ#2,0.26402113121637055,0.2530224314375572,0.25617100559608863,0.21965902734959164,0.2784181052931712,0.25425834017855586,False
BCUT2D_MWHI#1,0.31152133195126047,0.33195000053750406,0.2890802387158799,0.2580075651687937,0.32023504166137867,0.3021588356069633,False
BCUT2D_MWHI#2,0.3221044819869875,0.3115396391512093,0.32156701101004265,0.27473124867665416,0.31304842741361116,0.308598161647701,False
BCUT2D_MWLOW#1,0.3307665359742529,0.3579947747998729,0.32351776007661526,0.28520441771936506,0.3419120563758516,0.32787910898919154,False
BCUT2D_MWLOW#2,0.3579673480852098,0.3421600813260551,0.33856061708501894,0.2968236106817335,0.33528467647529064,0.33415926673066154,False
BCUT2D_CHGHI#1,0.2631695086920116,0.2704409437014085,0.23937544449004708,0.21646669956227613,0.25276624607638587,0.24844376850442584,False
BCUT2D_CHGHI#2,0.27682524497165467,0.26702856639279354,0.2875403848335754,0.23218756384153458,0.286681249828313,0.27005260197357417,False
BCUT2D_CHGLO#1,0.3146207918142906,0.3521079131446438,0.3095190672584661,0.2697503847558854,0.3204112778223857,0.31328188695913434,False
BCUT2D_CHGLO#2,0.3493775329994503,0.3425208141573209,0.32728805437510883,0.29743277948226315,0.3399783898733349,0.3313195141774956,False
BCUT2D_LOGPHI#1,0.26140381521503314,0.2756735257114241,0.23909876362293783,0.2061606962563236,0.25024372869936723,0.2465161059010172,False
BCUT2D_LOGPHI#2,0.27682524497165467,0.26647206721672767,0.2875403848335754,0.23218756384153458,0.286681249828313,0.26994130213836104,False
BCUT2D_LOGPLOW#1,0.33617764077812545,0.3611262098503942,0.3236954100992448,0.2870398698517883,0.3540970614366875,0.3324272384032481,False
BCUT2D_LOGPLOW#2,0.35398146438882255,0.3390843823505766,0.3347532451972118,0.29530080697142025,0.3408774655281934,0.3327994728872449,False
BCUT2D_MRHI#1,0.20650537747766826,0.2073364560439095,0.2144366852398234,0.25714113674393796,0.2231502562667736,0.22171398235442252,False
BCUT2D_MRHI#2,0.28305240856937597,0.2772836389891506,0.2749297644811744,0.22862250840621356,0.2828162757366402,0.26934091923651093,False
BCUT2D_MRLOW#1,0.33455093917752904,0.35789024704746214,0.3205344647355008,0.2850448163206093,0.34765461965051736,0.3291350173863237,False
BCUT2D_MRLOW#2,0.36087650970535873,0.3433469960259163,0.33625497173408847,0.29724225317311126,0.3552094870790664,0.3385860435435082,False
fr_NH0#1,0.2337866266675678,0.2329446930336313,0.21587843978821278,0.2316602435954492,0.2339891317626537,0.22965182696950298,False
fr_NH0#2,0.31010840711808857,0.28297111173599077,0.2886520601369903,0.23834119080335636,0.32295440833016975,0.28860543562491914,False
fr_Ndealkylation1#2,0.31391891591088006,0.28070479609600696,0.2920463664159203,0.22973010607936004,0.30086079723051157,0.2834521963465358,False
fr_halogen#1,0.2319090385886028,0.22723274974099633,0.21429988825546464,0.21830664075438966,0.21803957571337426,0.2219575786105655,False
fr_halogen#2,0.25610968752627883,0.23936593596796724,0.23568989876249413,0.22198969860526213,0.2570801824390113,0.2420470806602027,False
fr_quatN#1,0.22867487651380025,0.2286095039859545,0.20270928871869404,0.23368401067152172,0.2171914812916816,0.2221738322363304,False
fr_quatN#2,0.36995324698969156,0.339424547485948,0.3519888471779286,0.30339953262887837,0.3574464034298449,0.3444425155424583,False
PMI1#1,0.34408073390165855,0.3633075422413561,0.3163149921377054,0.2880222885636903,0.3504674501707854,0.33243860140303916,False
PMI1#2,0.3483089669135593,0.32800694804103775,0.3344506732417614,0.28391764022801935,0.33538690630731566,0.3260142269463387,False
PMI2#1,0.34489141119818967,0.36741655932118333,0.3234329966384074,0.2909091368589543,0.35641849112353113,0.33661371902805315,False
PMI2#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
PMI3#1,0.3499253944800689,0.3747258113748414,0.33139149959579833,0.2884572430185286,0.35358788577649825,0.3396175668491471,False
PMI3#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
NPR1#1,0.32932638323400765,0.34870242003202945,0.32926693112522415,0.2688977481003825,0.33762138544272907,0.32276297358687456,False
NPR1#2,0.34108358447333553,0.3280069480410378,0.3344506732417614,0.2835869436357668,0.3353869063073158,0.3245030111398435,False
NPR2#1,0.3448506934601925,0.35601080120663714,0.3185390804757925,0.2796929095154695,0.350209981646676,0.32986069326095346,False
NPR2#2,0.35185440999558615,0.34459825028862384,0.3393059500488611,0.2885258196049265,0.34870096394187106,0.3345970787759737,False
RadiusOfGyration#1,0.35115427192348264,0.3739894629706875,0.3318714936247087,0.28970000133722834,0.35783371666338193,0.3409097893038978,False
RadiusOfGyration#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
InertialShapeFactor#1,0.34315305763395193,0.36861966643107,0.32598128790198666,0.3014626407995774,0.35821882488467316,0.33948709553025186,False
InertialShapeFactor#2,0.35527417806456624,0.34841087483180877,0.3373947439265495,0.2864784601635931,0.3560089325205163,0.33671343790140673,False
Eccentricity#1,0.3293263832340075,0.34870242003202945,0.32926693112522404,0.2688977481003827,0.337621385442729,0.32276297358687456,False
Eccentricity#2,0.35344086917721323,0.3425881609033879,0.335105277431797,0.2960933917366529,0.3542802030327446,0.3363015804563591,False
Asphericity#1,0.33067015854798815,0.34785401679320066,0.3208128503719765,0.27366933745948485,0.3363603431980313,0.3218733412741363,False
Asphericity#2,0.35245371308185286,0.34294138036342164,0.3344506732417612,0.2932262189911307,0.3551116739347977,0.33563673192259286,False
SpherocityIndex#1,0.33681371646229513,0.3512381993677507,0.3262804838687123,0.28015071998582464,0.3587800695173133,0.33065263784037924,False
SpherocityIndex#2,0.3898812689192332,0.3457346140460489,0.35754765035276653,0.2837636460746847,0.3859430241473451,0.3525740407080157,True
Area#1,0.3461008024519518,0.3611589717229103,0.3161290067239643,0.291414386581212,0.3490846884791987,0.3327775711918474,False
Area#2,0.41733199482091815,0.38539826210633416,0.3937851982419803,0.32987479620600885,0.3934292677741225,0.38396390382987283,True
sig2#1,0.32759608138730784,0.35769814780074133,0.3131918979239049,0.2742539637242316,0.34524528357180734,0.3235970748815986,False
sig2#2,0.35187489046026876,0.3435263322078178,0.3413814931023227,0.29325373245883346,0.34630663979304704,0.335268617604458,False
sig3#1,0.34252738263205745,0.3577427375466903,0.32331552941386504,0.2899876349559079,0.3503605059831403,0.3327867581063322,False
sig3#2,0.3510972359159334,0.3395415383763322,0.33445067324176136,0.28420896541390583,0.335386906307316,0.32893706385104976,False
sig4#1,0.3421715477481721,0.35885460153095755,0.3204158831768077,0.2817991737013989,0.34638059872850774,0.3299243609771688,False
sig4#2,0.35794898588012214,0.3444781274495077,0.34354752575568803,0.29474105513899695,0.34925142338533655,0.3379934235219303,False
sig5#1,0.3506220259952039,0.3639102275700973,0.3327996456998732,0.3027631090623729,0.357876049793328,0.341594211624175,False
sig5#2,0.3513339873003045,0.3393514577186183,0.3344506732417614,0.28717510240773514,0.3353869063073158,0.32953962539514703,False
